CustomerID,Churn,Recency,Frequency,TotalSpent,AvgOrderValue,TotalItems,UniqueProducts,CustomerLifetimeDays,Purchases_Last30Days,Purchases_Last60Days,Purchases_Last90Days,AvgItemsPerOrder,AvgRevenuePerItem,OrdersPerDay,RevenuePerDay,ProductsPerOrder,ItemsPerProduct,ProductDiversityRatio,RecencyToLifetimeRatio,Recent30to60Ratio,Recent60to90Ratio,SpendPerOrder,SpendPerProduct,FrequencyToLifetimeRatio,ItemsPerDay
16402,1,144,2,208.6,3.9358490566037734,107,52,104,0.0,0.0,0.0,35.666666666666664,1.9314814814814814,0.01904761904761905,1.9866666666666666,17.333333333333332,2.018867924528302,0.48148148148148145,1.3714285714285714,0.0,0.0,69.53333333333333,3.9358490566037734,0.01904761904761905,1.019047619047619
16403,1,191,1,177.5,17.75,114,10,0,0.0,0.0,0.0,57.0,1.5434782608695652,1.0,177.5,5.0,10.363636363636363,0.08695652173913043,191.0,0.0,0.0,88.75,16.136363636363637,1.0,114.0
16405,1,181,2,74.85,18.7125,19,3,7,0.0,0.0,0.0,6.333333333333333,3.7424999999999997,0.25,9.35625,1.0,4.75,0.15,22.625,0.0,0.0,24.95,18.7125,0.25,2.375
16407,0,18,6,780.0600000000001,10.834166666666668,442,51,173,1.0,1.0,2.0,63.142857142857146,1.760857787810384,0.034482758620689655,4.4831034482758625,7.285714285714286,8.5,0.11512415349887133,0.10344827586206896,0.5,0.3333333333333333,111.43714285714286,15.001153846153848,0.034482758620689655,2.5402298850574714
16409,0,29,3,894.55,6.127054794520547,567,98,167,1.0,1.0,1.0,141.75,1.5749119718309859,0.017857142857142856,5.324702380952381,24.5,5.7272727272727275,0.17253521126760563,0.17261904761904762,0.5,0.5,223.6375,9.035858585858586,0.017857142857142856,3.375
16411,0,248,1,128.55,6.4275,69,19,0,0.0,0.0,0.0,34.5,1.8364285714285715,1.0,128.55,9.5,3.45,0.2714285714285714,248.0,0.0,0.0,64.275,6.4275,1.0,69.0
16414,0,159,1,15.0,15.0,12,1,0,0.0,0.0,0.0,6.0,1.1538461538461537,1.0,15.0,0.5,6.0,0.07692307692307693,159.0,0.0,0.0,7.5,7.5,1.0,12.0
16418,0,105,1,113.01,7.063125,85,16,0,0.0,0.0,0.0,42.5,1.3140697674418604,1.0,113.01,8.0,5.0,0.18604651162790697,105.0,0.0,0.0,56.505,6.64764705882353,1.0,85.0
16419,0,8,5,486.16,14.732121212121212,266,27,182,1.0,3.0,3.0,44.333333333333336,1.8208239700374533,0.0273224043715847,2.6566120218579234,4.5,9.5,0.10112359550561797,0.04371584699453552,0.25,0.75,81.02666666666667,17.362857142857145,0.0273224043715847,1.453551912568306
16422,0,8,28,2702.94,36.52621621621622,1130,29,240,3.0,7.0,11.0,38.96551724137931,2.389867374005305,0.11618257261410789,11.21551867219917,1.0,37.666666666666664,0.02564102564102564,0.03319502074688797,0.375,0.5833333333333334,93.2048275862069,90.098,0.11618257261410789,4.6887966804979255
16424,1,70,1,70.56,35.28,48,2,0,0.0,0.0,1.0,24.0,1.44,1.0,70.56,1.0,16.0,0.04081632653061224,70.0,0.0,0.0,35.28,23.52,1.0,48.0
16425,1,181,1,157.4,12.107692307692307,181,13,0,0.0,0.0,0.0,90.5,0.8648351648351649,1.0,157.4,6.5,12.928571428571429,0.07142857142857142,181.0,0.0,0.0,78.7,11.242857142857144,1.0,181.0
16426,0,155,1,184.61,26.372857142857146,61,7,0,0.0,0.0,0.0,30.5,2.9775806451612907,1.0,184.61,3.5,7.625,0.11290322580645161,155.0,0.0,0.0,92.305,23.07625,1.0,61.0
16427,1,142,2,166.06,23.722857142857144,96,6,21,0.0,0.0,0.0,32.0,1.711958762886598,0.09090909090909091,7.548181818181818,2.0,13.714285714285714,0.061855670103092786,6.454545454545454,0.0,0.0,55.35333333333333,23.722857142857144,0.09090909090909091,4.363636363636363
16431,1,92,3,547.68,7.40108108108108,370,50,84,0.0,0.0,0.0,92.5,1.4762264150943394,0.03529411764705882,6.443294117647058,12.5,7.254901960784314,0.1347708894878706,1.0823529411764705,0.0,0.0,136.92,10.738823529411764,0.03529411764705882,4.352941176470588
16434,0,71,3,551.62,16.715757575757575,337,31,107,0.0,0.0,1.0,84.25,1.6320118343195267,0.027777777777777776,5.107592592592592,7.75,10.53125,0.09171597633136094,0.6574074074074074,0.0,0.0,137.905,17.238125,0.027777777777777776,3.1203703703703702
16440,0,94,1,235.56,7.138181818181819,111,33,0,0.0,0.0,0.0,55.5,2.103214285714286,1.0,235.56,16.5,3.264705882352941,0.29464285714285715,94.0,0.0,0.0,117.78,6.9282352941176475,1.0,111.0
16441,0,170,1,211.0,16.23076923076923,110,12,0,0.0,0.0,0.0,55.0,1.9009009009009008,1.0,211.0,6.0,8.461538461538462,0.10810810810810811,170.0,0.0,0.0,105.5,16.23076923076923,1.0,110.0
16442,0,107,2,344.78000000000003,3.747608695652174,281,91,133,0.0,0.0,0.0,93.66666666666667,1.2226241134751774,0.014925373134328358,2.572985074626866,30.333333333333332,3.0543478260869565,0.32269503546099293,0.7985074626865671,0.0,0.0,114.92666666666668,3.747608695652174,0.014925373134328358,2.0970149253731343
16444,0,74,2,204.63,4.7588372093023255,103,36,69,0.0,0.0,1.0,34.333333333333336,1.9675961538461537,0.02857142857142857,2.923285714285714,12.0,2.7837837837837838,0.34615384615384615,1.0571428571428572,0.0,0.0,68.21,5.530540540540541,0.02857142857142857,1.4714285714285715
16446,1,85,1,2.9,1.45,2,2,0,0.0,0.0,1.0,1.0,0.9666666666666667,1.0,2.9,1.0,0.6666666666666666,0.6666666666666666,85.0,0.0,0.0,1.45,0.9666666666666667,1.0,2.0
16447,1,15,1,116.56,4.3170370370370375,72,27,0,1.0,1.0,1.0,36.0,1.5967123287671232,1.0,116.56,13.5,2.5714285714285716,0.3698630136986301,15.0,0.5,0.5,58.28,4.162857142857143,1.0,72.0
16448,1,77,1,157.49,8.749444444444444,74,18,0,0.0,0.0,1.0,37.0,2.0998666666666668,1.0,157.49,9.0,3.8947368421052633,0.24,77.0,0.0,0.0,78.745,8.288947368421054,1.0,74.0
16449,1,77,2,606.54,17.839411764705883,356,34,82,0.0,0.0,1.0,118.66666666666667,1.6989915966386553,0.024096385542168676,7.307710843373494,11.333333333333334,10.17142857142857,0.09523809523809523,0.927710843373494,0.0,0.0,202.17999999999998,17.329714285714285,0.024096385542168676,4.289156626506024
16450,1,29,1,311.92,28.35636363636364,200,11,0,1.0,1.0,1.0,100.0,1.5518407960199005,1.0,311.92,5.5,16.666666666666668,0.05472636815920398,29.0,0.5,0.5,155.96,25.993333333333336,1.0,200.0
16455,0,84,5,1133.78,19.216610169491524,612,44,166,0.0,0.0,1.0,102.0,1.8495595432300163,0.029940119760479042,6.789101796407185,7.333333333333333,13.6,0.07177814029363784,0.5029940119760479,0.0,0.0,188.96333333333334,25.19511111111111,0.029940119760479042,3.6646706586826348
16456,0,107,3,905.67,12.57875,541,61,145,0.0,0.0,0.0,135.25,1.6709778597785978,0.02054794520547945,6.2032191780821915,15.25,8.725806451612904,0.11254612546125461,0.7328767123287672,0.0,0.0,226.4175,14.60758064516129,0.02054794520547945,3.7054794520547945
16457,1,97,1,161.56,20.195,68,8,0,0.0,0.0,0.0,34.0,2.341449275362319,1.0,161.56,4.0,7.555555555555555,0.11594202898550725,97.0,0.0,0.0,80.78,17.95111111111111,1.0,68.0
16458,0,3,10,1967.5,15.995934959349594,1264,39,237,2.0,3.0,4.0,114.9090909090909,1.5553359683794465,0.04201680672268908,8.266806722689076,3.5454545454545454,31.6,0.0308300395256917,0.012605042016806723,0.5,0.6,178.86363636363637,49.1875,0.04201680672268908,5.310924369747899
16461,1,57,1,76.67,2.948846153846154,42,25,0,0.0,1.0,1.0,21.0,1.7830232558139536,1.0,76.67,12.5,1.6153846153846154,0.5813953488372093,57.0,0.0,0.5,38.335,2.948846153846154,1.0,42.0
16463,0,83,1,319.37,16.80894736842105,179,19,0,0.0,0.0,1.0,89.5,1.7742777777777778,1.0,319.37,9.5,8.95,0.10555555555555556,83.0,0.0,0.0,159.685,15.9685,1.0,179.0
16464,0,21,1,294.65,3.426162790697674,220,81,0,1.0,1.0,1.0,110.0,1.3332579185520361,1.0,294.65,40.5,2.682926829268293,0.3665158371040724,21.0,0.5,0.5,147.325,3.593292682926829,1.0,220.0
16466,0,60,3,490.05,10.653260869565218,245,36,112,0.0,0.0,2.0,61.25,1.9920731707317074,0.02654867256637168,4.336725663716814,9.0,6.621621621621622,0.14634146341463414,0.5309734513274337,0.0,0.0,122.5125,13.244594594594595,0.02654867256637168,2.168141592920354
16469,0,125,2,228.2,3.6806451612903226,107,49,0,0.0,0.0,0.0,35.666666666666664,2.1129629629629627,2.0,228.2,16.333333333333332,2.14,0.4537037037037037,125.0,0.0,0.0,76.06666666666666,4.564,2.0,107.0
16470,0,72,2,318.96000000000004,5.695714285714287,167,52,165,0.0,0.0,1.0,55.666666666666664,1.8985714285714288,0.012048192771084338,1.9214457831325304,17.333333333333332,3.150943396226415,0.30952380952380953,0.43373493975903615,0.0,0.0,106.32000000000001,6.01811320754717,0.012048192771084338,1.0060240963855422
16471,1,154,1,223.95000000000002,17.22692307692308,141,13,0,0.0,0.0,0.0,70.5,1.577112676056338,1.0,223.95000000000002,6.5,10.071428571428571,0.09154929577464789,154.0,0.0,0.0,111.97500000000001,15.996428571428572,1.0,141.0
16473,1,44,3,289.16,18.0725,193,16,171,0.0,1.0,1.0,48.25,1.490515463917526,0.01744186046511628,1.6811627906976745,4.0,11.352941176470589,0.08247422680412371,0.2558139534883721,0.0,0.5,72.29,17.009411764705884,0.01744186046511628,1.122093023255814
16474,0,24,1,333.40000000000003,3.5849462365591402,192,81,0,1.0,1.0,1.0,96.0,1.7274611398963733,1.0,333.40000000000003,40.5,2.341463414634146,0.41968911917098445,24.0,0.5,0.5,166.70000000000002,4.065853658536586,1.0,192.0
16475,1,23,3,417.70000000000005,16.065384615384616,254,22,130,1.0,2.0,2.0,63.5,1.6380392156862746,0.022900763358778626,3.1885496183206112,5.5,11.043478260869565,0.08627450980392157,0.17557251908396945,0.3333333333333333,0.6666666666666666,104.42500000000001,18.160869565217393,0.022900763358778626,1.9389312977099236
16477,0,11,6,1983.3600000000001,16.528000000000002,1097,95,239,1.0,1.0,1.0,156.71428571428572,1.8063387978142078,0.025,8.264000000000001,13.571428571428571,11.427083333333334,0.08652094717668488,0.04583333333333333,0.5,0.5,283.33714285714285,20.66,0.025,4.570833333333334
16483,1,71,1,95.7,5.98125,41,16,0,0.0,0.0,1.0,20.5,2.2785714285714285,1.0,95.7,8.0,2.411764705882353,0.38095238095238093,71.0,0.0,0.0,47.85,5.629411764705883,1.0,41.0
16484,1,53,2,376.8,16.382608695652173,198,23,17,0.0,1.0,2.0,66.0,1.8934673366834172,0.1111111111111111,20.933333333333334,7.666666666666667,8.25,0.11557788944723618,2.9444444444444446,0.0,0.3333333333333333,125.60000000000001,15.700000000000001,0.1111111111111111,11.0
16488,0,28,1,143.16,15.906666666666666,120,9,0,1.0,1.0,1.0,60.0,1.1831404958677685,1.0,143.16,4.5,12.0,0.0743801652892562,28.0,0.5,0.5,71.58,14.315999999999999,1.0,120.0
16493,0,52,3,601.26,23.125384615384615,429,18,156,0.0,1.0,1.0,107.25,1.3982790697674419,0.01910828025477707,3.8296815286624204,4.5,22.57894736842105,0.04186046511627907,0.33121019108280253,0.0,0.5,150.315,31.645263157894735,0.01910828025477707,2.732484076433121
16494,1,176,1,723.9300000000001,15.40276595744681,543,44,0,0.0,0.0,0.0,271.5,1.3307536764705883,1.0,723.9300000000001,22.0,12.066666666666666,0.08088235294117647,176.0,0.0,0.0,361.96500000000003,16.087333333333333,1.0,543.0
16495,0,155,1,171.71,5.921034482758621,114,29,0,0.0,0.0,0.0,57.0,1.4931304347826089,1.0,171.71,14.5,3.8,0.25217391304347825,155.0,0.0,0.0,85.855,5.723666666666667,1.0,114.0
16496,0,87,2,892.07,14.867833333333333,673,60,109,0.0,0.0,1.0,224.33333333333334,1.323545994065282,0.01818181818181818,8.109727272727273,20.0,11.032786885245901,0.08902077151335312,0.7909090909090909,0.0,0.0,297.3566666666667,14.624098360655738,0.01818181818181818,6.118181818181818
16497,0,82,5,1263.0,17.06756756756757,760,70,130,0.0,0.0,2.0,126.66666666666667,1.659658344283837,0.03816793893129771,9.641221374045802,11.666666666666666,10.704225352112676,0.09198423127463863,0.6259541984732825,0.0,0.0,210.5,17.788732394366196,0.03816793893129771,5.801526717557252
16498,1,40,2,93.02000000000001,6.644285714285715,44,14,0,0.0,2.0,2.0,14.666666666666666,2.067111111111111,2.0,93.02000000000001,4.666666666666667,2.933333333333333,0.3111111111111111,40.0,0.0,0.6666666666666666,31.00666666666667,6.201333333333334,2.0,44.0
16499,1,239,2,294.55,18.409375,121,16,4,0.0,0.0,0.0,40.333333333333336,2.414344262295082,0.4,58.910000000000004,5.333333333333333,7.117647058823529,0.13114754098360656,47.8,0.0,0.0,98.18333333333334,17.326470588235296,0.4,24.2
16503,0,93,3,877.39,16.247962962962962,421,51,146,0.0,0.0,0.0,105.25,2.079123222748815,0.02040816326530612,5.968639455782313,12.75,8.096153846153847,0.12085308056872038,0.6326530612244898,0.0,0.0,219.3475,16.872884615384613,0.02040816326530612,2.8639455782312924
16509,1,176,1,169.50000000000003,28.250000000000004,46,6,0,0.0,0.0,0.0,23.0,3.606382978723405,1.0,169.50000000000003,3.0,6.571428571428571,0.1276595744680851,176.0,0.0,0.0,84.75000000000001,24.21428571428572,1.0,46.0
16510,1,251,1,178.55,19.83888888888889,85,9,0,0.0,0.0,0.0,42.5,2.0761627906976745,1.0,178.55,4.5,8.5,0.10465116279069768,251.0,0.0,0.0,89.275,17.855,1.0,85.0
16511,0,24,2,404.5,4.703488372093023,183,73,121,1.0,1.0,1.0,61.0,2.198369565217391,0.01639344262295082,3.3155737704918034,24.333333333333332,2.472972972972973,0.3967391304347826,0.19672131147540983,0.5,0.5,134.83333333333334,5.466216216216216,0.01639344262295082,1.5
16515,0,30,3,787.27,12.697903225806451,374,57,160,0.0,1.0,1.0,93.5,2.0993866666666667,0.018633540372670808,4.889875776397515,14.25,6.448275862068965,0.152,0.18633540372670807,0.0,0.5,196.8175,13.573620689655172,0.018633540372670808,2.3229813664596275
16517,1,156,1,154.75,9.671875,95,16,0,0.0,0.0,0.0,47.5,1.6119791666666667,1.0,154.75,8.0,5.588235294117647,0.16666666666666666,156.0,0.0,0.0,77.375,9.102941176470589,1.0,95.0
16518,0,163,1,114.8,12.755555555555555,74,9,0,0.0,0.0,0.0,37.0,1.5306666666666666,1.0,114.8,4.5,7.4,0.12,163.0,0.0,0.0,57.4,11.48,1.0,74.0
16519,0,244,1,35.7,11.9,18,3,0,0.0,0.0,0.0,9.0,1.8789473684210527,1.0,35.7,1.5,4.5,0.15789473684210525,244.0,0.0,0.0,17.85,8.925,1.0,18.0
16520,1,65,3,912.72,6.294620689655172,544,119,179,0.0,0.0,1.0,136.0,1.6747155963302753,0.016666666666666666,5.070666666666667,29.75,4.533333333333333,0.21834862385321102,0.3611111111111111,0.0,0.0,228.18,7.606,0.016666666666666666,3.022222222222222
16523,0,21,10,1867.55,21.46609195402299,1192,56,174,1.0,3.0,4.0,108.36363636363636,1.5654233025984912,0.05714285714285714,10.671714285714286,5.090909090909091,20.912280701754387,0.04694048616932104,0.12,0.25,0.6,169.77727272727273,32.7640350877193,0.05714285714285714,6.811428571428571
16525,0,18,19,3000.9900000000002,46.890468750000004,891,36,228,1.0,3.0,7.0,44.55,3.364338565022422,0.08296943231441048,13.104759825327513,1.8,24.08108108108108,0.04035874439461883,0.07860262008733625,0.25,0.375,150.04950000000002,81.10783783783785,0.08296943231441048,3.890829694323144
16526,1,51,1,237.66,21.605454545454545,102,11,0,0.0,1.0,1.0,51.0,2.307378640776699,1.0,237.66,5.5,8.5,0.10679611650485436,51.0,0.0,0.5,118.83,19.805,1.0,102.0
16529,1,69,1,391.65,15.063461538461537,190,26,0,0.0,0.0,1.0,95.0,2.050523560209424,1.0,391.65,13.0,7.037037037037037,0.13612565445026178,69.0,0.0,0.0,195.825,14.505555555555555,1.0,190.0
16531,0,6,4,602.6,15.451282051282051,452,36,233,1.0,1.0,1.0,90.4,1.330242825607064,0.017094017094017096,2.5752136752136754,7.2,12.216216216216216,0.07947019867549669,0.02564102564102564,0.5,0.5,120.52000000000001,16.28648648648649,0.017094017094017096,1.9316239316239316
16539,0,99,3,1037.71,28.046216216216216,419,33,153,0.0,0.0,0.0,104.75,2.4707380952380955,0.01948051948051948,6.738376623376624,8.25,12.323529411764707,0.07857142857142857,0.6428571428571429,0.0,0.0,259.4275,30.52088235294118,0.01948051948051948,2.720779220779221
16545,1,44,1,101.7,50.85,30,2,0,0.0,1.0,1.0,15.0,3.2806451612903227,1.0,101.7,1.0,10.0,0.06451612903225806,44.0,0.0,0.5,50.85,33.9,1.0,30.0
16546,1,170,2,564.95,28.247500000000002,385,20,81,0.0,0.0,0.0,128.33333333333334,1.4636010362694303,0.024390243902439025,6.889634146341464,6.666666666666667,18.333333333333332,0.05181347150259067,2.073170731707317,0.0,0.0,188.3166666666667,26.902380952380955,0.024390243902439025,4.695121951219512
16549,0,3,2,671.41,4.900802919708029,436,127,210,1.0,1.0,1.0,145.33333333333334,1.5364073226544621,0.009478672985781991,3.182037914691943,42.333333333333336,3.40625,0.2906178489702517,0.014218009478672985,0.5,0.5,223.8033333333333,5.245390625,0.009478672985781991,2.066350710900474
16550,0,43,4,1509.7,8.073262032085562,941,131,204,0.0,1.0,2.0,188.2,1.6026539278131635,0.01951219512195122,7.364390243902439,26.2,7.128787878787879,0.13906581740976645,0.2097560975609756,0.0,0.3333333333333333,301.94,11.437121212121212,0.01951219512195122,4.590243902439024
16551,0,10,2,305.75,21.839285714285715,243,13,206,1.0,1.0,1.0,81.0,1.2530737704918034,0.00966183574879227,1.4770531400966183,4.333333333333333,17.357142857142858,0.05327868852459016,0.04830917874396135,0.5,0.5,101.91666666666667,21.839285714285715,0.00966183574879227,1.173913043478261
16552,1,122,2,189.19,17.19909090909091,105,11,130,0.0,0.0,0.0,35.0,1.784811320754717,0.015267175572519083,1.4441984732824427,3.6666666666666665,8.75,0.10377358490566038,0.9312977099236641,0.0,0.0,63.06333333333333,15.765833333333333,0.015267175572519083,0.8015267175572519
16553,1,84,6,977.24,36.194074074074074,382,23,154,0.0,0.0,1.0,54.57142857142857,2.55154046997389,0.03870967741935484,6.304774193548387,3.2857142857142856,15.916666666666666,0.06005221932114883,0.5419354838709678,0.0,0.0,139.6057142857143,40.718333333333334,0.03870967741935484,2.464516129032258
16554,0,101,2,255.61,15.035882352941178,123,17,109,0.0,0.0,0.0,41.0,2.0613709677419356,0.01818181818181818,2.3237272727272726,5.666666666666667,6.833333333333333,0.13709677419354838,0.9181818181818182,0.0,0.0,85.20333333333333,14.200555555555557,0.01818181818181818,1.1181818181818182
16556,0,42,5,1453.3400000000001,14.982886597938146,1049,78,197,0.0,1.0,2.0,174.83333333333334,1.3841333333333334,0.025252525252525252,7.3401010101010105,13.0,13.278481012658228,0.07428571428571429,0.21212121212121213,0.0,0.3333333333333333,242.22333333333336,18.396708860759496,0.025252525252525252,5.297979797979798
16557,0,16,1,38.400000000000006,19.200000000000003,8,2,0,1.0,1.0,1.0,4.0,4.2666666666666675,1.0,38.400000000000006,1.0,2.6666666666666665,0.2222222222222222,16.0,0.5,0.5,19.200000000000003,12.800000000000002,1.0,8.0
16558,0,0,13,3596.6600000000003,15.705938864628822,2486,130,245,2.0,3.0,4.0,177.57142857142858,1.4461841576196222,0.052845528455284556,14.620569105691057,9.285714285714286,18.977099236641223,0.05227181342983514,0.0,0.5,0.6,256.9042857142857,27.455419847328248,0.052845528455284556,10.105691056910569
16560,0,237,1,244.83,16.322,160,15,0,0.0,0.0,0.0,80.0,1.5206832298136648,1.0,244.83,7.5,10.0,0.09316770186335403,237.0,0.0,0.0,122.415,15.301875,1.0,160.0
16565,1,243,1,35.7,17.85,6,2,0,0.0,0.0,0.0,3.0,5.1000000000000005,1.0,35.7,1.0,2.0,0.2857142857142857,243.0,0.0,0.0,17.85,11.9,1.0,6.0
16566,0,49,3,199.8,33.300000000000004,72,6,122,0.0,1.0,2.0,18.0,2.736986301369863,0.024390243902439025,1.6243902439024391,1.5,10.285714285714286,0.0821917808219178,0.3983739837398374,0.0,0.3333333333333333,49.95,28.542857142857144,0.024390243902439025,0.5853658536585366
16567,1,73,2,561.4,20.79259259259259,332,27,142,0.0,0.0,1.0,110.66666666666667,1.6858858858858858,0.013986013986013986,3.9258741258741257,9.0,11.857142857142858,0.08108108108108109,0.5104895104895105,0.0,0.0,187.13333333333333,20.05,0.013986013986013986,2.3216783216783217
16570,0,6,6,1238.38,22.516000000000002,770,41,184,1.0,3.0,4.0,110.0,1.606199740596628,0.032432432432432434,6.693945945945947,5.857142857142857,18.333333333333332,0.05317769130998703,0.032432432432432434,0.25,0.6,176.9114285714286,29.4852380952381,0.032432432432432434,4.162162162162162
16571,0,55,2,818.55,15.741346153846154,627,49,105,0.0,1.0,1.0,209.0,1.3034235668789809,0.018867924528301886,7.722169811320755,16.333333333333332,12.54,0.07802547770700637,0.5188679245283019,0.0,0.5,272.84999999999997,16.371,0.018867924528301886,5.915094339622642
16572,1,6,3,855.5500000000001,17.823958333333334,517,33,148,1.0,2.0,2.0,129.25,1.6516409266409269,0.020134228187919462,5.741946308724833,8.25,15.205882352941176,0.0637065637065637,0.040268456375838924,0.3333333333333333,0.6666666666666666,213.88750000000002,25.163235294117648,0.020134228187919462,3.469798657718121
16573,0,169,1,220.28000000000003,18.35666666666667,104,12,0,0.0,0.0,0.0,52.0,2.097904761904762,1.0,220.28000000000003,6.0,8.0,0.11428571428571428,169.0,0.0,0.0,110.14000000000001,16.944615384615386,1.0,104.0
16581,1,62,1,105.84,11.76,134,9,0,0.0,0.0,1.0,67.0,0.784,1.0,105.84,4.5,13.4,0.06666666666666667,62.0,0.0,0.0,52.92,10.584,1.0,134.0
16583,1,253,1,233.45,16.675,111,14,0,0.0,0.0,0.0,55.5,2.084375,1.0,233.45,7.0,7.4,0.125,253.0,0.0,0.0,116.725,15.563333333333333,1.0,111.0
16584,0,133,1,437.34000000000003,36.445,190,12,0,0.0,0.0,0.0,95.0,2.289738219895288,1.0,437.34000000000003,6.0,14.615384615384615,0.06282722513089005,133.0,0.0,0.0,218.67000000000002,33.64153846153847,1.0,190.0
16586,1,128,1,361.95,51.707142857142856,83,7,0,0.0,0.0,0.0,41.5,4.308928571428571,1.0,361.95,3.5,10.375,0.08333333333333333,128.0,0.0,0.0,180.975,45.24375,1.0,83.0
16587,1,111,1,127.85000000000001,15.981250000000001,63,8,0,0.0,0.0,0.0,31.5,1.9976562500000001,1.0,127.85000000000001,4.0,7.0,0.125,111.0,0.0,0.0,63.925000000000004,14.205555555555556,1.0,63.0
16589,0,40,1,117.68,13.075555555555557,112,9,0,0.0,1.0,1.0,56.0,1.0414159292035399,1.0,117.68,4.5,11.2,0.07964601769911504,40.0,0.0,0.5,58.84,11.768,1.0,112.0
16592,0,16,10,1931.24,16.3664406779661,1526,97,151,2.0,2.0,7.0,138.72727272727272,1.2647282252783236,0.06578947368421052,12.705526315789474,8.818181818181818,15.571428571428571,0.06352324819908317,0.10526315789473684,0.6666666666666666,0.25,175.56727272727272,19.706530612244897,0.06578947368421052,10.039473684210526
16593,0,69,1,59.8,5.4363636363636365,23,11,0,0.0,0.0,1.0,11.5,2.4916666666666667,1.0,59.8,5.5,1.9166666666666667,0.4583333333333333,69.0,0.0,0.0,29.9,4.983333333333333,1.0,23.0
16596,0,245,1,80.85000000000001,16.17,43,5,0,0.0,0.0,0.0,21.5,1.8375000000000001,1.0,80.85000000000001,2.5,7.166666666666667,0.11363636363636363,245.0,0.0,0.0,40.425000000000004,13.475000000000001,1.0,43.0
16598,1,165,1,145.05,14.505,73,10,0,0.0,0.0,0.0,36.5,1.9601351351351353,1.0,145.05,5.0,6.636363636363637,0.13513513513513514,165.0,0.0,0.0,72.525,13.186363636363637,1.0,73.0
